educat_gr,act_st,mb01m_gr,hh_ident,anr,mb02,mc02a,me12a,father,me03,mb05,mb04,ved_st,mother,mb01a_gr,partner,mb01f_gr,me0908_1z,mb011a_gr,study_gr,objectid,age
8,8,88,13318,5,1,8,8,1,8,3,1,8,2,88,,88,88,88,8,1534,0
2,2,LT,13320,1,1,2,8,,8,1,1,3,,LT,,LT,88,LT,8,1535,60
3,1,LT,13321,1,2,2,3,,1,1,2,1,,LT,2,LT,4,LT,8,1536,59
2,1,LT,13321,2,1,2,3,,1,2,2,1,,LT,1,LT,5,LT,8,1537,62
2,1,LT,13323,1,2,2,3,,1,1,4,3,,LT,,LT,4,LT,8,1538,64
3,1,LT,13324,1,2,2,3,,1,1,2,1,,LT,2,LT,2,LT,8,1539,54
2,1,LT,13324,2,1,2,2,,8,2,2,1,,LT,1,LT,6,LT,8,1540,55
1,4,LT,13326,1,2,2,8,,8,3,1,3,2,LT,,LT,88,LT,8,1541,52
2,3,LT,13326,2,2,2,8,,8,1,3,3,,LT,,LT,88,LT,8,1542,77
2,1,LT,13327,2,1,2,3,,1,2,2,1,,00,3,00,8,LT,8,1543,44
2,1,LT,13327,3,2,2,3,,1,1,2,1,,LT,2,LT,5,LT,8,1544,42
1,3,LT,13329,2,2,2,8,,8,1,3,3,,LT,,LT,88,LT,8,1545,68
2,1,LT,13332,1,1,2,3,,1,1,2,1,,LT,2,LT,7,LT,8,1546,44
2,6,LT,13332,2,2,2,8,,8,2,2,1,,LT,1,LT,88,LT,8,1547,29
8,8,88,13332,3,1,8,8,1,8,3,1,8,2,88,,88,88,88,8,1548,12
8,8,88,13332,4,1,8,8,1,8,3,1,8,2,88,,88,88,88,8,1549,6
8,8,88,13332,5,2,8,8,1,8,3,1,8,2,88,,88,88,88,8,1550,4
8,8,88,13332,6,1,8,8,1,8,3,1,8,2,88,,88,88,88,8,1551,1
2,3,LT,13333,1,1,2,8,,8,2,2,1,,LT,2,LT,88,LT,8,1552,71
2,1,LT,13333,2,2,2,2,,8,1,2,1,,LT,1,LT,5,LT,8,1553,52
2,1,LT,13334,1,2,2,2,,8,1,2,1,,LT,2,LT,6,LT,8,1554,47
2,1,LT,13334,2,1,2,4,,8,2,2,1,,LT,1,LT,6,LT,8,1555,51
1,5,LT,13334,3,1,1,8,2,8,3,1,3,1,LT,,LT,88,LT,2,1556,19
2,1,LT,13335,1,2,2,3,,1,2,2,1,,LT,2,LT,,LT,8,1557,52
2,1,LT,13335,2,1,2,3,,1,1,2,1,,LT,1,LT,7,LT,8,1558,56
3,1,LT,13336,1,2,2,3,,1,2,2,1,,LT,2,LT,4,LT,8,1559,40
3,1,LT,13336,2,1,2,1,,8,1,2,1,,LT,1,LT,1,LT,8,1560,45
2,5,LT,13336,3,1,1,8,2,8,3,1,3,1,LT,,LT,88,LT,3,1561,19
8,8,88,13336,4,2,8,8,2,8,3,1,8,1,88,,88,88,88,8,1562,9
2,1,LT,13339,1,2,2,3,,1,2,2,1,,LT,2,LT,7,LT,8,1563,42
2,1,00,13339,2,1,2,3,,1,1,2,1,,00,1,LT,7,LT,8,1564,41
2,1,LT,13339,3,2,2,3,2,1,3,1,3,1,LT,,00,,LT,8,1565,19
8,8,88,13339,4,2,8,8,2,8,3,1,8,1,88,,88,88,88,8,1566,11
2,1,LT,13341,1,1,2,3,,1,1,1,3,,LT,,LT,8,LT,8,1567,35
1,5,LT,13341,2,1,1,8,1,8,3,1,3,,LT,,LT,88,LT,1,1568,16
1,5,LT,13341,3,2,1,8,1,8,3,1,3,,LT,,LT,88,LT,1,1569,15
2,1,LT,13342,1,2,2,2,,8,2,2,1,,LT,2,LT,3,LT,8,1570,53
2,1,LT,13342,2,1,2,2,,8,1,2,1,,LT,1,LT,7,LT,8,1571,48
1,5,LT,13342,7,1,1,8,2,8,3,1,3,1,LT,,LT,88,LT,2,1572,18
3,1,LT,13343,1,1,2,3,,1,1,4,2,,LT,2,LT,7,LT,8,1573,36
2,2,LT,13343,2,2,2,8,,8,2,1,2,,LT,1,LT,88,LT,8,1574,28
8,8,88,13343,3,2,8,8,1,8,3,1,8,2,88,,88,88,88,8,1575,2
3,1,LT,13344,1,1,2,3,2,1,3,1,3,3,LT,,LT,7,LT,8,1576,27
2,1,LT,13344,2,1,2,3,,1,1,2,1,,LT,3,LT,7,LT,8,1577,51
2,1,LT,13344,3,2,2,3,,1,2,2,1,,LT,2,LT,7,LT,8,1578,48
2,1,LT,13345,1,1,2,3,,1,1,2,1,,LT,2,LT,3,LT,8,1579,59
2,1,LT,13345,2,2,2,3,,1,2,2,1,,LT,1,LT,,LT,8,1580,60
1,3,LT,13346,2,2,2,8,,8,1,3,3,,LT,,LT,88,LT,8,1581,81
1,4,LT,13346,3,2,2,8,,8,5,4,2,,LT,4,LT,88,LT,8,1582,48
2,4,LT,13346,4,1,2,8,,8,3,1,2,2,LT,3,LT,88,LT,8,1583,55
8,8,88,13346,5,2,8,8,4,8,5,1,8,3,88,,88,88,88,8,1584,7
1,3,LT,13347,1,2,2,8,,8,1,1,3,,LT,,LT,88,LT,8,1585,70
2,1,LT,13348,1,1,2,3,,1,1,4,3,,LT,,LT,,LT,8,1586,61
2,1,LT,13349,2,2,2,3,,2,1,2,3,,LT,,LT,4,LT,8,1587,49
1,5,LT,13349,4,1,1,8,,8,3,1,3,2,LT,,LT,88,LT,1,1588,16
3,3,LT,13350,1,1,2,8,,8,2,2,1,,LT,2,LT,88,LT,8,1589,85
3,3,LT,13350,2,2,2,8,,8,1,2,1,,LT,1,LT,88,LT,8,1590,83
2,3,LT,13351,1,1,2,8,,8,1,3,3,,LT,,LT,88,LT,8,1591,70
2,1,LT,13352,1,1,2,3,2,1,3,1,3,3,LT,,00,,LT,8,1592,30
2,1,LT,13352,2,1,2,3,,1,1,2,1,,00,3,LT,8,LT,8,1593,59
3,1,LT,13352,3,2,2,3,,1,4,2,1,,LT,2,LT,,LT,8,1594,53
2,1,LT,13352,4,2,2,2,2,8,3,4,3,3,LT,,LT,3,LT,8,1595,31
8,8,88,13352,5,1,8,8,,8,5,1,8,4,88,,88,88,88,8,1596,9
8,8,88,13352,6,1,8,8,,8,5,1,8,4,88,,88,88,88,8,1597,5
2,1,LT,13353,2,1,2,3,,1,1,4,2,,LT,3,LT,7,LT,8,1598,49
2,2,LT,13353,3,2,2,8,,8,2,2,2,,LT,2,LT,88,LT,8,1599,50
2,1,LT,13355,1,1,2,3,,1,1,1,3,,LT,,LT,5,LT,8,1600,26
2,3,LT,13356,1,2,2,8,,8,1,1,3,,LT,,LT,88,LT,8,1601,71
2,1,LT,13357,2,2,2,2,,8,4,3,3,,LT,,LT,6,LT,8,1602,61
2,1,LT,13357,3,2,2,2,,8,1,1,2,,LT,4,LT,6,LT,8,1603,35
1,1,LT,13357,4,1,2,4,,8,2,1,2,2,LT,3,LT,,LT,8,1604,35
1,5,LT,13357,6,2,1,8,4,8,3,1,3,3,LT,,LT,88,LT,1,1605,15
8,8,88,13357,7,2,8,8,4,8,3,1,8,3,88,,88,88,88,8,1606,13
8,8,88,13357,10,2,8,8,4,8,3,1,8,3,88,,88,88,88,8,1607,6
8,8,88,13357,11,1,8,8,4,8,3,1,8,3,88,,88,88,88,8,1608,2
2,1,LT,13360,1,1,2,2,,8,2,2,1,,LT,2,LT,6,LT,8,1609,62
2,6,LT,13360,2,2,2,8,,8,1,2,1,,LT,1,LT,88,LT,8,1610,61
3,3,LT,13361,2,2,2,8,,8,1,3,3,,LT,,LT,88,LT,8,1611,70
2,4,LT,13362,1,1,2,8,,8,1,3,3,,LT,,LT,88,LT,8,1612,55
2,1,LT,13363,2,1,2,3,,1,2,2,1,,LT,3,LT,7,LT,8,1613,56
3,1,LT,13363,3,2,2,3,,1,1,2,1,4,LT,2,LT,2,LT,8,1614,55
1,3,LT,13363,4,2,2,8,,8,4,3,3,,LT,,LT,88,LT,8,1615,89
3,1,LT,13365,1,1,2,1,,8,1,2,1,,LT,2,LT,6,LT,8,1616,42
3,1,LT,13365,2,2,2,1,,8,2,2,1,,LT,1,LT,6,LT,8,1617,42
1,5,LT,13365,3,1,1,8,1,8,3,1,3,2,LT,,LT,88,LT,2,1618,18
1,5,LT,13365,4,2,1,8,1,8,3,1,3,2,LT,,LT,88,LT,1,1619,16
8,8,88,13365,5,1,8,8,1,8,3,1,8,2,88,,88,88,88,8,1620,10
2,3,LT,13366,1,2,2,8,,8,1,4,3,,00,,LT,88,LT,8,1621,63
2,1,LT,13367,1,1,2,2,,8,1,2,1,,LT,2,LT,6,LT,8,1622,69
2,3,LT,13367,2,2,2,8,,8,2,2,1,,LT,1,LT,88,LT,8,1623,64
2,1,LT,13368,1,1,2,3,2,2,3,1,3,3,LT,,LT,5,LT,8,1624,33
1,4,LT,13368,2,1,2,8,,8,1,2,1,,LT,3,LT,88,LT,8,1625,55
2,2,LT,13368,3,2,2,8,,8,2,2,1,,LT,2,LT,88,LT,8,1626,52
2,6,LT,13369,1,2,2,8,,8,2,2,1,,LT,2,LT,88,LT,8,1627,31
2,1,LT,13369,2,1,2,3,,1,1,2,1,,LT,1,LT,,LT,8,1628,34
8,8,88,13369,3,1,8,8,2,8,3,1,8,1,88,,88,88,88,8,1629,2
2,3,LT,13371,1,1,2,8,,8,1,4,3,,LT,,LT,88,LT,8,1630,63
1,3,LT,13373,2,1,2,8,,8,2,2,1,,LT,3,LT,88,LT,8,1631,74
2,3,LT,13373,3,2,2,8,,8,1,2,1,,LT,2,LT,88,LT,8,1632,75
2,3,LT,13374,1,2,2,8,,8,1,3,3,,LT,,LT,88,LT,8,1633,73
2,3,LT,13376,1,2,2,8,,8,2,2,1,,LT,2,LT,88,LT,8,1634,66
2,1,LT,13376,2,1,2,3,,1,1,2,1,,LT,1,LT,8,LT,8,1635,66
2,1,LT,13377,1,2,2,3,,1,1,2,1,,LT,2,LT,5,LT,8,1636,56
2,1,LT,13377,2,1,2,3,,1,2,2,1,,LT,1,LT,,LT,8,1637,59
2,1,LT,13379,2,2,2,3,,1,1,3,3,,LT,,LT,,LT,8,1638,52
1,5,LT,13379,3,2,1,8,,8,3,1,3,2,LT,,LT,88,LT,2,1639,19
2,3,LT,13380,1,1,2,8,,8,2,2,1,,LT,2,LT,88,LT,8,1640,70
2,3,LT,13380,2,2,2,8,,8,1,2,1,,LT,1,LT,88,LT,8,1641,71
1,2,LT,13381,1,1,2,8,,8,3,1,3,2,LT,,LT,88,LT,8,1642,44
3,3,LT,13381,2,2,2,8,,8,1,3,3,,LT,,LT,88,LT,8,1643,71
2,3,LT,13383,1,2,2,8,,8,1,3,3,,LT,,LT,88,LT,8,1644,74
2,3,LT,13386,1,2,2,8,,8,1,3,3,,LT,,LT,88,LT,8,1645,70
3,3,LT,13386,2,2,2,8,,8,5,1,3,,LT,,LT,88,LT,8,1646,78
2,1,LT,13388,2,1,2,3,,1,1,4,2,,LT,3,LT,7,LT,8,1647,54
2,1,LT,13388,3,2,2,3,,1,2,4,2,,LT,2,LT,5,LT,8,1648,40
8,8,88,13388,5,1,8,8,2,8,3,1,8,3,88,,88,88,88,8,1649,14
2,3,LT,13389,2,1,2,8,,8,2,2,1,,LT,3,LT,88,LT,8,1650,64
2,3,00,13389,3,2,2,8,,8,1,2,1,,00,2,00,88,LT,8,1651,63
2,1,LT,13390,1,1,2,3,,1,1,2,1,,LT,2,LT,6,LT,8,1652,57
2,1,LT,13390,2,2,2,3,,1,2,2,1,,LT,1,LT,,LT,8,1653,57
2,3,LT,13392,2,1,2,8,,8,2,2,1,,LT,4,LT,88,LT,8,1654,91
1,3,LT,13392,4,2,2,8,,8,1,2,1,,LT,2,LT,88,LT,8,1655,84
3,1,LT,13395,1,1,2,2,,8,2,2,1,,LT,2,LT,6,LT,8,1656,59
2,1,LT,13395,2,2,2,3,,1,1,2,1,,LT,1,LT,5,LT,8,1657,59
1,4,LT,13395,3,1,2,8,1,8,3,1,3,2,LT,,LT,88,LT,8,1658,29
1,3,LT,13396,1,1,2,8,,8,1,4,3,,LT,,LT,88,LT,8,1659,76
3,1,LT,13398,1,2,2,3,,1,1,1,3,,LT,,LT,5,LT,8,1660,50
3,1,LT,13398,2,2,2,3,,1,3,1,3,1,LT,,LT,3,LT,8,1661,25
3,1,LT,13399,1,2,2,2,,8,2,2,1,,LT,2,LT,6,LT,8,1662,64
2,1,LT,13399,2,1,2,2,,8,1,2,1,,LT,1,LT,6,LT,8,1663,68
2,1,LT,13401,1,2,2,3,,1,1,4,3,,LT,,LT,6,LT,8,1664,26
8,8,88,13401,2,1,8,8,,8,3,1,8,1,88,,88,88,88,8,1665,7
8,8,88,13401,3,1,8,8,,8,3,1,8,1,88,,88,88,88,8,1666,0
2,1,LT,13404,1,1,2,3,,1,1,1,3,2,LT,,LT,8,LT,8,1667,37
3,1,LT,13404,2,2,2,3,,1,4,3,3,,LT,,LT,7,LT,8,1668,62
1,1,LT,13405,2,2,2,3,,1,1,2,3,,LT,,LT,5,LT,8,1669,39
8,8,88,13405,4,1,8,8,,8,3,1,8,2,88,,88,88,88,8,1670,1
2,3,LT,13406,1,2,2,8,,8,1,3,3,,LT,,LT,88,LT,8,1671,81
2,6,LT,13407,1,1,2,8,,8,2,2,1,,LT,3,LT,88,LT,8,1672,57
1,3,LT,13407,2,2,2,8,,8,4,3,3,,LT,,LT,88,LT,8,1673,76
2,1,LT,13407,3,2,2,3,,1,1,2,1,2,LT,1,LT,,LT,8,1674,53
2,3,LT,13408,2,2,2,8,,8,2,2,1,,LT,3,LT,88,LT,8,1675,68
2,3,LT,13408,3,1,2,8,,8,1,2,1,,LT,2,LT,88,LT,8,1676,72
3,2,LT,13409,2,2,2,8,,8,3,4,3,5,LT,,LT,88,LT,8,1677,41
8,8,88,13409,3,2,8,8,,8,5,1,8,2,88,,88,88,88,8,1678,14
8,8,88,13409,4,2,8,8,,8,5,1,8,2,88,,88,88,88,8,1679,12
2,3,LT,13409,5,2,2,8,,8,1,3,3,,LT,,LT,88,LT,8,1680,77
2,1,LT,13410,1,2,2,3,,1,5,2,1,,LT,4,LT,5,LT,8,1681,33
2,1,LT,13410,2,1,2,3,,1,1,2,1,,LT,3,LT,8,LT,8,1682,60
2,1,LT,13410,3,2,2,3,,1,2,2,1,,LT,2,LT,5,LT,8,1683,58
2,1,LT,13410,4,1,2,3,2,1,3,2,1,3,LT,1,LT,8,LT,8,1684,36
8,8,88,13410,5,2,8,8,4,8,5,1,8,1,88,,88,88,88,8,1685,13
2,1,LT,13415,1,2,2,3,,1,2,2,1,,LT,9,LT,7,LT,8,1686,48
2,1,LT,13415,6,1,2,3,9,2,3,1,3,1,LT,,LT,7,LT,8,1687,24
2,5,LT,13415,7,2,1,8,9,8,3,1,3,1,LT,,LT,88,LT,3,1688,18
1,5,LT,13415,8,1,1,8,9,8,3,1,3,1,LT,,LT,88,LT,2,1689,17
2,1,LT,13415,9,1,2,3,,1,1,2,1,,LT,1,LT,7,LT,8,1690,48
2,1,LT,13418,1,2,2,3,,1,1,3,3,,LT,,LT,5,LT,8,1691,63
2,3,LT,13418,2,1,2,8,,8,5,4,3,,LT,,LT,88,LT,8,1692,65
2,1,LT,13419,1,1,2,2,,8,2,2,1,,LT,2,LT,7,LT,8,1693,40
3,1,LT,13419,2,2,2,3,,1,1,2,1,,LT,1,LT,2,LT,8,1694,40
8,8,88,13419,3,1,8,8,1,8,3,1,8,2,88,,88,88,88,8,1695,14
8,8,88,13419,4,2,8,8,1,8,3,1,8,2,88,,88,88,88,8,1696,9
8,8,88,13419,5,2,8,8,1,8,3,1,8,2,88,,88,88,88,8,1697,9
3,2,LT,13420,1,2,2,8,,8,1,3,3,,LT,,LT,88,LT,8,1698,63
2,1,LT,13421,1,2,2,3,,1,2,2,1,,LT,2,LT,,LT,8,1699,35
2,1,LT,13421,2,1,2,3,,1,1,2,1,,LT,1,LT,5,LT,8,1700,42
8,8,88,13421,3,1,8,8,2,8,3,1,8,1,88,,88,88,88,8,1701,7
3,4,LT,13422,1,2,2,8,,8,2,2,1,,LT,2,LT,88,LT,8,1702,57
2,1,LT,13422,2,1,2,3,,1,1,2,1,,LT,1,LT,,LT,8,1703,63
2,3,LT,13425,1,1,2,8,,8,2,2,1,,LT,2,00,88,LT,8,1704,54
2,1,LT,13425,2,2,2,3,,1,1,2,1,,LT,1,LT,7,LT,8,1705,54
2,2,LT,13431,1,2,2,8,,8,1,2,1,,LT,2,LT,88,LT,8,1706,50
2,2,LT,13431,2,1,2,8,,8,2,2,1,,LT,1,LT,88,LT,8,1707,60
8,8,88,13431,3,1,8,8,2,8,3,1,8,1,88,,88,88,88,8,1708,7
1,6,LT,13432,1,2,2,8,,8,5,2,1,,LT,4,LT,88,LT,8,1709,33
1,6,LT,13432,2,1,2,8,,8,1,1,3,3,LT,,LT,88,LT,8,1710,46
3,3,LT,13432,3,2,2,8,,8,4,3,3,,LT,,LT,88,LT,8,1711,79
1,1,LT,13432,4,1,2,3,,1,5,2,1,3,LT,1,LT,8,LT,8,1712,40
1,5,LT,13432,5,1,1,8,4,8,5,1,3,1,LT,,LT,88,LT,1,1713,15
3,1,LT,13433,1,2,2,3,,1,1,2,1,,LT,2,LT,2,LT,8,1714,31
2,1,LT,13433,2,1,2,3,,1,2,2,1,,LT,1,LT,7,LT,8,1715,32
8,8,88,13433,3,1,8,8,2,8,3,1,8,1,88,,88,88,88,8,1716,7
3,1,LT,13434,1,2,2,3,,1,2,2,1,4,LT,3,LT,2,LT,8,1717,50
2,3,LT,13434,2,1,2,8,,8,4,2,1,,LT,5,LT,88,LT,8,1718,85
3,1,LT,13434,3,1,2,1,2,8,1,2,1,5,LT,1,LT,6,LT,8,1719,52
1,3,LT,13434,4,2,2,8,,8,4,3,3,,LT,,LT,88,LT,8,1720,89
1,3,LT,13434,5,2,2,8,,8,4,2,1,,LT,2,LT,88,LT,8,1721,75
1,5,LT,13434,6,2,1,8,3,8,3,1,3,1,LT,,LT,88,LT,2,1722,18
1,5,LT,13434,7,1,1,8,3,8,3,1,3,1,LT,,LT,88,LT,1,1723,15
8,8,88,13434,8,2,8,8,3,8,3,1,8,1,88,,88,88,88,8,1724,13
2,3,LT,13436,1,2,2,8,,8,4,3,3,,LT,,LT,88,LT,8,1725,66
2,1,LT,13436,2,1,2,3,,1,1,2,1,,LT,3,LT,8,LT,8,1726,46
1,6,LT,13436,3,2,2,8,,8,2,2,1,1,LT,2,LT,88,LT,8,1727,40
8,8,88,13436,4,2,8,8,2,8,3,1,8,3,88,,88,88,88,8,1728,12
8,8,88,13436,5,1,8,8,2,8,3,1,8,3,88,,88,88,88,8,1729,10
2,1,LT,13437,2,1,2,3,,1,1,2,3,,LT,,LT,7,LT,8,1730,44
2,6,LT,13440,1,2,2,8,,8,3,1,3,2,LT,,LT,88,LT,8,1731,20
2,2,LT,13440,2,2,2,8,,8,1,4,3,,LT,,LT,88,LT,8,1732,45
1,5,LT,13440,3,1,1,8,,8,3,1,3,2,LT,,LT,88,LT,1,1733,16
8,8,88,13440,4,2,8,8,,8,3,1,8,2,88,,88,88,88,8,1734,14
8,8,88,13440,5,1,8,8,,8,5,1,8,,88,,88,88,88,8,1735,10
2,3,00,13441,1,2,2,8,,8,1,3,3,,00,,00,88,LT,8,1736,74
2,1,00,13441,2,1,2,3,,1,3,1,3,1,00,,LT,7,LT,8,1737,50
2,2,00,13441,3,1,2,8,,8,3,4,3,1,LT,,LT,88,LT,8,1738,46
2,1,LT,13442,1,2,2,3,,1,2,2,1,,LT,2,LT,,LT,8,1739,56
2,1,LT,13442,2,1,2,2,,8,1,2,1,,LT,1,LT,7,LT,8,1740,45
8,8,88,13442,4,1,8,8,2,8,3,1,8,1,88,,88,88,88,8,1741,11
2,2,LT,13444,1,2,2,8,,8,1,3,3,,LT,,LT,88,LT,8,1742,49
1,1,LT,13445,1,1,2,3,,1,1,1,3,,LT,,LT,,LT,8,1743,42
3,2,LT,13447,1,2,2,8,,8,2,2,1,,LT,2,LT,88,LT,8,1744,48
2,1,LT,13447,2,1,2,3,,1,1,2,1,,LT,1,LT,7,LT,8,1745,55
2,3,LT,13448,1,2,2,8,,8,4,3,3,,LT,,LT,88,LT,8,1746,78
2,6,LT,13448,2,1,2,8,,8,2,1,2,1,LT,3,LT,88,LT,8,1747,50
2,1,LT,13448,3,2,2,3,,1,1,4,2,,LT,2,LT,5,LT,8,1748,47
2,5,LT,13448,4,1,1,8,2,8,3,1,3,3,LT,,LT,88,LT,3,1749,19
1,5,LT,13448,5,1,1,8,2,8,3,1,3,3,LT,,LT,88,LT,2,1750,18
8,8,88,13448,6,1,8,8,2,8,3,1,8,3,88,,88,88,88,8,1751,12
2,3,LT,13450,1,1,2,8,,8,2,2,1,,LT,2,LT,88,LT,8,1752,62
3,1,LT,13450,2,2,2,3,,1,1,2,1,,LT,1,LT,2,LT,8,1753,60
2,1,LT,13451,1,1,2,3,,1,1,2,1,2,LT,3,LT,8,LT,8,1754,47
1,3,LT,13451,2,2,2,8,,8,4,3,3,,LT,,LT,88,LT,8,1755,72
3,1,LT,13451,3,2,2,3,,1,2,2,1,,LT,1,LT,7,LT,8,1756,38
8,8,88,13451,4,1,8,8,1,8,3,1,8,3,88,,88,88,88,8,1757,12
8,8,88,13451,5,2,8,8,1,8,3,1,8,3,88,,88,88,88,8,1758,10
1,1,LT,13454,1,1,1,3,2,1,3,1,3,,LT,,LT,8,LT,2,1759,21
2,3,LT,13454,2,1,2,8,,8,1,3,3,,LT,,LT,88,LT,8,1760,67
2,1,LT,13455,1,2,2,3,,1,1,1,3,2,LT,,LT,5,LT,8,1761,49
2,3,LT,13455,2,2,2,8,,8,4,3,3,,LT,,LT,88,LT,8,1762,83
2,1,LT,13455,3,1,2,3,,1,3,1,3,1,LT,,99,8,LT,8,1763,29
1,3,LT,13456,1,2,2,8,,8,4,3,3,,LT,,LT,88,LT,8,1764,84
2,1,LT,13456,2,1,2,3,,1,1,2,1,,LT,3,LT,,LT,8,1765,58
2,2,LT,13456,3,2,2,8,,8,2,2,1,1,LT,2,LT,88,LT,8,1766,59
2,4,LT,13459,1,2,2,8,,8,2,2,1,,LT,2,LT,88,LT,8,1767,61
2,1,LT,13459,2,1,2,3,,1,1,2,1,,LT,1,LT,8,LT,8,1768,60
3,1,LT,13464,2,2,2,3,,1,1,3,3,,LT,,LT,2,LT,8,1769,59
2,1,LT,13467,2,2,2,3,,1,1,4,3,,LT,,LT,8,LT,8,1770,60
2,2,LT,13467,4,1,2,8,,8,3,1,3,2,LT,,LT,88,LT,8,1771,34
2,2,LT,13470,1,2,2,8,,8,1,3,3,,00,,LT,88,LT,8,1772,63
2,1,LT,13478,1,1,2,3,,1,1,2,1,,LT,2,LT,5,LT,8,1773,59
3,2,LT,13478,2,2,2,8,,8,2,2,1,,LT,1,LT,88,LT,8,1774,62
1,3,LT,13479,1,1,2,8,,8,1,2,1,,LT,2,LT,88,LT,8,1775,78
2,3,LT,13479,2,2,2,8,,8,2,2,1,,LT,1,LT,88,LT,8,1776,77
2,3,LT,13483,1,2,2,8,,8,1,2,3,,LT,,LT,88,LT,8,1777,71
2,1,LT,13485,1,2,2,3,,1,2,2,1,,LT,2,LT,7,LT,8,1778,44
1,1,LT,13485,2,1,2,3,,1,1,2,1,,LT,1,LT,7,LT,8,1779,48
2,1,LT,13485,3,1,2,3,2,1,3,1,3,1,LT,,LT,7,LT,8,1780,20
1,3,LT,13487,1,1,2,8,,8,2,1,2,,LT,2,LT,88,LT,8,1781,77
2,3,LT,13487,2,2,2,8,,8,1,3,2,,LT,1,LT,88,LT,8,1782,74
2,1,LT,13489,1,2,2,4,,8,2,1,2,,LT,2,LT,,LT,8,1783,43
2,1,LT,13489,2,1,2,2,,8,1,1,2,3,LT,1,LT,6,LT,8,1784,50
1,3,LT,13489,3,2,2,8,,8,4,3,3,,LT,,LT,88,LT,8,1785,76
3,3,LT,13497,1,1,2,8,,8,1,3,3,,LT,,LT,88,LT,8,1786,67
1,3,LT,13498,1,2,2,8,,8,1,3,3,,LT,,LT,88,LT,8,1787,83
3,1,LT,13500,1,1,2,3,,2,1,2,1,,LT,2,LT,2,LT,8,1788,65
3,1,LT,13500,2,2,2,3,,1,2,2,1,,LT,1,LT,2,LT,8,1789,59
2,3,LT,13504,1,1,2,8,,8,1,1,3,,LT,,LT,88,LT,8,1790,66
2,3,LT,13507,1,2,2,8,,8,1,4,3,,LT,,LT,88,LT,8,1791,65
3,3,LT,13508,1,1,2,8,,8,2,2,1,,LT,3,LT,88,LT,8,1792,86
3,2,LT,13508,2,1,2,8,1,8,3,4,3,3,LT,,LT,88,LT,8,1793,57
3,3,LT,13508,3,2,2,8,,8,1,2,1,,LT,1,LT,88,LT,8,1794,78
3,1,LT,13512,2,1,2,3,,1,1,2,1,,LT,3,LT,1,LT,8,1795,52
3,1,LT,13512,3,2,2,3,,1,2,2,1,,LT,2,LT,2,LT,8,1796,48
2,3,LT,13517,1,1,2,8,,8,1,2,1,,LT,2,LT,88,LT,8,1797,73
1,3,LT,13517,2,2,2,8,,8,2,2,1,,LT,1,LT,88,LT,8,1798,86
3,1,LT,13519,1,2,2,3,3,1,3,1,3,5,LT,,LT,5,LT,8,1799,33
2,1,LT,13519,3,1,2,3,,1,1,2,1,,LT,5,LT,8,LT,8,1800,55
2,6,00,13519,5,2,2,8,,8,2,2,1,,LT,3,LT,88,LT,8,1801,57
2,1,LT,13522,1,1,2,3,,1,1,2,3,,LT,,LT,7,LT,8,1802,63
3,1,LT,13524,1,2,2,3,,1,1,2,3,,LT,,LT,5,LT,8,1803,56
2,4,LT,13526,1,1,2,8,,8,1,1,3,,LT,,LT,88,LT,8,1804,57
2,1,00,13527,2,2,2,3,,1,1,3,3,,00,,LT,3,LT,8,1805,56
2,1,LT,13529,1,2,2,3,,2,1,3,3,,LT,,LT,,LT,8,1806,67
2,1,LT,13530,1,1,2,2,,8,1,2,3,,LT,,LT,6,LT,8,1807,47
2,3,LT,13533,1,2,2,8,,8,1,3,3,,LT,,LT,88,LT,8,1808,82
2,1,LT,13534,1,2,2,3,,1,1,4,3,,LT,,LT,,LT,8,1809,58
1,6,LT,13534,2,1,2,8,,8,3,1,3,1,LT,,LT,88,LT,8,1810,38
3,3,LT,13535,1,1,2,8,,8,1,3,3,,LT,,LT,88,LT,8,1811,75
3,1,LT,13535,2,1,2,3,1,1,3,4,3,,LT,,LT,2,LT,8,1812,42
1,3,LT,13539,1,1,2,8,,8,1,2,1,,LT,2,LT,88,LT,8,1813,73
2,3,LT,13539,2,2,2,8,,8,2,2,1,,LT,1,LT,88,LT,8,1814,68
3,3,LT,13541,1,1,2,8,,8,1,2,3,,LT,,LT,88,LT,8,1815,81
2,1,LT,13542,1,2,2,3,,1,2,4,2,,LT,2,LT,,LT,8,1816,51
2,1,LT,13542,2,1,2,3,,1,1,4,2,,LT,1,LT,,LT,8,1817,60
2,1,LT,13543,1,2,2,3,,2,1,2,3,,LT,,LT,,LT,8,1818,55
1,3,LT,13545,1,2,2,8,,8,1,3,3,,LT,,LT,88,LT,8,1819,74
3,1,LT,13550,1,2,2,3,2,1,3,1,3,3,LT,,LT,1,LT,8,1820,36
3,3,LT,13550,2,1,2,8,,8,1,2,1,,LT,3,LT,88,LT,8,1821,68
3,3,LT,13550,3,2,2,8,,8,2,2,1,,LT,2,LT,88,LT,8,1822,69
3,1,LT,13552,1,2,2,3,,1,3,1,3,2,LT,,LT,2,LT,8,1823,37
3,1,LT,13552,2,2,2,3,,1,1,3,3,,LT,,LT,,LT,8,1824,60
3,1,LT,13552,3,1,2,3,,1,3,1,3,2,LT,,LT,2,LT,8,1825,32
3,3,LT,13554,1,2,2,8,,8,1,4,3,,LT,,LT,88,LT,8,1826,63
